City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Maumere,ID,-8.6199,122.2111,84.4,70,96,6.2,overcast clouds
347,Kulhudhuffushi,MV,6.6221,73.07,80.58,70,29,7.65,scattered clouds
348,Montrose,US,38.4166,-108.2673,6.21,67,0,0.51,clear sky
349,Sayyan,YE,15.1718,44.3244,47.93,34,1,1.48,clear sky
350,Datong,CN,40.0936,113.2914,14.49,36,0,4.92,clear sky
351,Gat,IL,31.61,34.7642,53.4,5,9,12.97,clear sky
352,Port Shepstone,ZA,-30.7414,30.455,75.54,85,100,16.13,light rain
353,Graaff-Reinet,ZA,-32.2522,24.5308,60.93,82,100,5.61,overcast clouds
354,Kashi,CN,39.4547,75.9797,24.01,42,20,11.18,few clouds
355,San Vicente,AR,-26.6167,-54.1333,68.76,100,100,2.35,moderate rain
356,Cao Bang,VN,22.6667,106.25,55.62,67,75,1.07,broken clouds
357,Tabuk,PH,17.4189,121.4443,77.94,76,66,5.12,broken clouds
358,Mangrol,IN,21.1167,70.1167,64.27,43,10,4.45,clear sky
359,Arlit,NE,18.7369,7.3853,54.3,20,4,6.8,clear sky
360,Dhidhdhoo,MV,6.8833,73.1,80.67,69,13,7.11,few clouds
361,Ostrovnoy,RU,68.0531,39.5131,12.72,96,100,4.45,overcast clouds
362,Lorengau,PG,-2.0226,147.2712,84.7,63,100,9.17,overcast clouds
363,Kruisfontein,ZA,-34.0033,24.7314,64.89,75,74,9.53,broken clouds
364,Cran-Gevrier,FR,45.9,6.1,40.3,93,0,2.3,clear sky
365,Vale Da Amoreira,PT,39.0697,-7.6985,47.03,88,98,2.33,overcast clouds
366,Zhigansk,RU,66.7697,123.3711,-28.12,98,92,2.89,overcast clouds
367,Brae,GB,60.3964,-1.353,37.31,53,100,32.77,overcast clouds
368,Chicama,PE,-7.8447,-79.1469,72.01,74,60,6.58,broken clouds
369,Porto Novo,BJ,6.4965,2.6036,76.41,87,0,4.68,clear sky
370,Omsukchan,RU,62.5333,155.8,-5.85,75,16,9.8,few clouds
371,Ilulissat,GL,69.2167,-51.1,23.02,50,100,11.5,overcast clouds
372,Paramonga,PE,-10.6667,-77.8333,71.1,82,66,8.03,broken clouds
373,Katsuura,JP,35.1333,140.3,42.91,71,100,10.6,overcast clouds
374,Rieti,IT,42.4072,12.8592,47.55,51,100,6.91,overcast clouds
375,Karcag,HU,47.3167,20.9333,32.0,79,100,7.31,overcast clouds
376,San Cristobal,VE,7.7669,-72.225,73.58,65,84,1.07,broken clouds
377,Taybad,IR,34.74,60.7756,41.79,49,100,2.93,overcast clouds
378,Alice Springs,AU,-23.7,133.8833,76.55,33,98,13.8,overcast clouds
379,Mahajanga,MG,-15.7167,46.3167,78.82,89,40,5.75,scattered clouds
380,East London,ZA,-33.0153,27.9116,67.14,82,0,10.36,clear sky
381,Thinadhoo,MV,0.5333,72.9333,81.95,70,75,8.46,broken clouds
382,Kailua,US,21.4022,-157.7394,80.58,65,20,5.75,few clouds
383,Tutoia,BR,-2.7619,-42.2744,80.58,88,98,11.21,overcast clouds
384,Nouakchott,MR,18.0858,-15.9785,69.73,25,0,11.07,clear sky
385,Clyde River,CA,70.4692,-68.5914,-5.01,95,100,19.55,light snow
386,Ouadda,CF,8.0777,22.4007,67.03,24,56,5.53,broken clouds
387,Kyshtovka,RU,56.555,76.6271,15.31,85,100,13.87,overcast clouds
388,Beringovskiy,RU,63.05,179.3167,0.3,78,100,18.1,overcast clouds
389,Oranjemund,NA,-28.55,16.4333,63.43,82,3,21.85,clear sky
390,Kahului,US,20.8947,-156.47,81.66,64,0,17.27,clear sky
391,Ilebo,CD,-4.3167,20.5833,66.81,98,100,0.81,overcast clouds
392,Awbari,LY,26.5921,12.7805,46.31,52,0,5.57,clear sky
393,Trapani,IT,37.8333,12.6667,50.27,87,0,10.36,clear sky
394,Tautira,PF,-17.7333,-149.15,87.82,77,44,15.17,light rain
395,Bathsheba,BB,13.2167,-59.5167,75.81,73,20,11.5,few clouds
396,Waingapu,ID,-9.6567,120.2641,86.63,66,54,13.18,broken clouds
397,Lazi,UA,48.0667,24.2333,21.58,98,100,1.16,overcast clouds
398,Longyearbyen,SJ,78.2186,15.6401,15.64,73,75,6.91,broken clouds
399,Maicao,CO,11.3832,-72.2432,78.19,79,69,11.54,broken clouds
400,Dikson,RU,73.5069,80.5464,-7.19,94,100,5.55,overcast clouds
401,Port-Cartier,CA,50.0334,-66.8654,3.74,77,100,7.31,overcast clouds
402,Raton,US,36.9034,-104.4391,8.58,80,0,4.61,clear sky
403,Hovd,MN,48.0056,91.6419,-5.89,81,22,2.13,few clouds
404,Ocean City,US,39.2776,-74.5746,53.33,94,100,1.01,overcast clouds
405,Pacifica,US,37.6138,-122.4869,56.8,81,40,4.0,mist
406,Casambalangan,PH,18.3765,122.1274,79.25,71,68,6.24,broken clouds
407,Guymon,US,36.6828,-101.4816,8.6,72,0,10.36,clear sky
408,San Quintin,MX,30.4833,-115.95,56.7,64,0,3.49,clear sky
409,Tukrah,LY,32.5341,20.5791,53.64,56,29,21.72,scattered clouds
410,Maksatikha,RU,57.797,35.8825,8.65,97,97,3.98,overcast clouds
411,Kamaishi,JP,39.2667,141.8833,34.75,50,98,13.78,overcast clouds
412,Belmonte,BR,-15.8631,-38.8828,79.3,81,93,5.28,overcast clouds
413,Kaeo,NZ,-35.1,173.7833,77.32,83,97,9.71,overcast clouds
414,Carballo,ES,43.213,-8.691,53.55,92,100,2.95,overcast clouds
415,Oussouye,SN,12.485,-16.5469,70.14,72,0,5.75,clear sky
416,Manokwari,ID,-0.8667,134.0833,81.25,76,97,4.52,light rain
417,Homer,US,59.6425,-151.5483,30.09,86,100,12.66,light snow
418,Dahegam,IN,23.1667,72.8167,60.57,38,0,1.63,clear sky
419,Goderich,CA,43.7501,-81.7165,14.92,73,100,10.36,overcast clouds
420,Vardo,NO,70.3705,31.1107,26.58,62,100,13.06,light snow
421,Tricase,IT,39.9304,18.3553,38.82,62,59,8.7,broken clouds
422,Anadyr,RU,64.75,177.4833,14.5,67,11,33.55,few clouds
423,Nador,MA,35.174,-2.9287,57.45,38,0,4.61,clear sky
424,Rognan,NO,67.0953,15.3878,23.88,81,100,15.73,light snow
425,Kadaya,RU,50.9327,119.2911,-9.11,87,34,1.25,scattered clouds
426,Taguatinga,BR,-12.3857,-46.5711,74.97,80,59,0.65,broken clouds
427,Marawi,PH,7.9986,124.2928,70.65,86,100,2.17,light rain
428,Samarai,PG,-10.6167,150.6667,83.59,73,91,7.56,overcast clouds
429,Tual,ID,-5.6667,132.75,83.71,72,84,14.52,broken clouds
430,Harper,LR,4.375,-7.7169,77.77,84,12,3.2,light rain
431,Tucuman,AR,-26.8241,-65.2226,73.4,88,0,6.91,clear sky
432,Mardin,TR,37.3131,40.7436,40.26,76,75,9.22,broken clouds
433,Mananjary,MG,-21.2167,48.3333,75.54,91,100,12.39,moderate rain
434,Andijon,UZ,40.7821,72.3442,31.86,43,0,7.29,clear sky
435,Bloemfontein,ZA,-29.1211,26.214,62.08,82,0,0.0,clear sky
436,Linkoping,SE,58.4109,15.6216,36.01,97,100,8.05,drizzle
437,Troutdale,US,45.5393,-122.3873,45.23,93,0,0.0,clear sky
438,Chippewa Falls,US,44.9369,-91.3929,-2.02,69,0,0.0,clear sky
439,Kendari,ID,-3.945,122.4989,87.75,59,76,3.74,broken clouds
440,Dillingen,DE,49.35,6.7333,43.7,99,100,8.25,overcast clouds
441,Bambous Virieux,MU,-20.3428,57.7575,80.85,94,75,20.71,light rain
442,Lavrentiya,RU,65.5833,-171.0,1.08,56,0,22.12,clear sky
443,Unai,BR,-16.3575,-46.9061,70.9,90,21,1.48,few clouds
444,Tecoanapa,MX,16.5167,-98.75,75.02,71,0,4.7,clear sky
445,Salalah,OM,17.0151,54.0924,66.29,77,0,3.44,clear sky
446,Praia,CV,14.9215,-23.5087,70.34,83,0,12.66,clear sky
447,Mumford,GH,5.2618,-0.759,78.91,83,16,5.26,few clouds
448,Shingu,JP,33.7333,135.9833,49.19,32,60,3.56,broken clouds
449,Surt,LY,31.2089,16.5887,56.32,58,2,10.4,clear sky
450,Luohe,CN,33.5717,114.0353,44.85,43,0,5.93,clear sky
451,Marathon,US,44.9,-89.7668,-2.67,71,0,3.44,clear sky
452,Arrecife,ES,28.963,-13.5477,69.78,56,0,11.5,clear sky
453,Santa Cruz De Tenerife,ES,28.4682,-16.2546,72.28,59,96,3.0,overcast clouds
454,Severnoye,RU,56.3491,78.3619,10.72,89,99,12.17,overcast clouds
455,Ilheus,BR,-14.7889,-39.0494,75.7,87,57,1.95,broken clouds
456,Tafresh,IR,34.692,50.013,37.96,58,1,7.02,clear sky
457,Broome,US,42.2506,-75.833,33.17,83,100,4.0,mist
458,Vostok,RU,46.4856,135.8833,1.51,84,99,5.03,overcast clouds
459,Ulladulla,AU,-35.35,150.4667,71.1,70,83,13.06,broken clouds
460,San Patricio,US,28.017,-97.5169,35.83,76,94,17.65,overcast clouds
461,Les Ponts-De-Ce,FR,47.4231,-0.5248,47.3,91,100,6.85,overcast clouds
462,Dunedin,NZ,-45.8742,170.5036,50.7,96,100,4.94,overcast clouds
463,Ahuimanu,US,21.4447,-157.8378,80.31,59,20,3.0,few clouds
464,Krapina,HR,46.1608,15.8789,43.43,88,100,4.14,overcast clouds
465,Ancud,CL,-41.8697,-73.8203,60.22,96,37,3.09,scattered clouds
466,Newport,GB,51.5877,-2.9984,51.46,85,100,25.95,overcast clouds
467,Lompoc,US,34.6391,-120.4579,53.92,81,0,0.0,mist
468,Tochio,JP,37.4667,139.0,36.55,80,100,2.48,overcast clouds
469,Asfi,MA,32.2994,-9.2372,63.34,47,100,9.82,overcast clouds
470,Cape Coast,GH,5.1053,-1.2466,78.76,83,6,7.2,light rain
471,Padang,ID,-0.9492,100.3543,84.25,70,92,2.55,overcast clouds
472,Margate,GB,51.3813,1.3862,49.96,84,100,20.8,overcast clouds
473,Santa Barbara,US,34.7333,-120.0343,50.0,68,0,5.75,clear sky
474,Azangaro,PE,-14.9167,-70.2167,39.51,95,98,3.78,overcast clouds
475,Dhangadhi,NP,28.7079,80.5961,53.6,93,89,2.01,overcast clouds
476,Katangli,RU,51.7102,143.2326,7.34,91,100,18.12,light snow
477,Palana,RU,59.1167,159.9667,11.3,84,100,12.97,overcast clouds
478,Rio Gallegos,AR,-51.6226,-69.2181,46.45,61,75,10.36,broken clouds
479,Coihaique,CL,-45.5752,-72.0662,56.01,76,20,3.44,few clouds
480,Springfield,US,37.2153,-93.2982,16.52,87,100,7.0,light snow
481,Coquimbo,CL,-29.9533,-71.3436,64.13,82,20,3.44,few clouds
482,Makat,KZ,47.6469,53.3463,33.39,77,100,21.61,overcast clouds
483,Ukiah,US,39.1502,-123.2078,53.65,76,0,0.0,clear sky
484,Los Llanos De Aridane,ES,28.6585,-17.9182,61.12,65,0,8.01,clear sky
485,Bitung,ID,1.4451,125.1824,83.25,79,100,10.65,overcast clouds
486,Kalemie,CD,-5.9475,29.1947,68.65,93,100,7.92,light rain
487,Svetlogorsk,BY,52.6333,29.7333,4.51,99,78,4.34,broken clouds
488,Trairi,BR,-3.2778,-39.2689,75.74,91,72,6.53,broken clouds
489,Madisonville,US,37.3281,-87.4989,27.09,84,100,13.31,light snow
490,Dabat,ET,12.9842,37.765,54.34,49,81,4.18,broken clouds
491,Keti Bandar,PK,24.1447,67.4497,69.01,53,0,7.56,clear sky
492,Oksfjord,NO,70.2396,22.3479,14.92,94,65,17.34,broken clouds
493,Hamura,JP,35.7648,139.3079,47.48,34,100,4.61,overcast clouds
494,Sarkand,KZ,45.41,79.9186,18.09,72,80,6.17,broken clouds
495,Saint-Augustin,CA,51.226,-58.6502,7.79,74,100,15.23,overcast clouds
496,Jalu,LY,29.0331,21.5482,49.5,62,6,11.99,clear sky
497,Pontianak,ID,-0.0333,109.3333,82.38,78,40,4.61,scattered clouds
498,Komsomolskiy,UZ,40.4272,71.7189,31.42,74,2,2.3,clear sky
499,Houston,US,29.7633,-95.3633,33.96,87,100,11.99,overcast clouds
500,Sedlcany,CZ,49.6606,14.4266,42.28,84,99,6.15,overcast clouds
501,Cazones,MX,20.7167,-97.3167,64.2,100,100,11.5,drizzle
502,Velsk,RU,61.0701,42.0983,-13.36,100,99,2.68,overcast clouds
503,Kupang,ID,-10.1667,123.5833,81.5,81,83,11.77,broken clouds
504,Pangai,TO,-19.8,-174.35,84.31,70,75,6.91,broken clouds
505,Namibe,AO,-15.1961,12.1522,70.68,78,3,5.75,clear sky
506,Egvekinot,RU,66.3167,-179.1667,-7.19,74,1,18.01,clear sky
507,Karamakhi,RU,42.6193,47.2602,23.27,39,100,2.46,overcast clouds
508,Richards Bay,ZA,-28.783,32.0377,75.7,95,94,8.9,moderate rain
509,Lewistown,US,40.5992,-77.5714,41.9,100,100,12.66,moderate rain
510,Astoria,US,46.1879,-123.8313,46.15,95,75,0.0,broken clouds
511,Noyabrsk,RU,63.1994,75.4507,19.24,96,100,10.16,light snow
512,Irece,BR,-11.3042,-41.8558,70.16,67,32,8.52,scattered clouds
513,Moindou,NC,-21.6924,165.677,87.75,87,99,5.75,overcast clouds
514,Victor Harbor,AU,-35.5667,138.6167,77.72,62,0,1.99,clear sky
515,Skovorodino,RU,53.9833,123.9167,3.0,63,85,10.6,overcast clouds
516,Jaen,ES,38.0,-3.5,39.02,70,26,2.48,scattered clouds
517,Grindavik,IS,63.8424,-22.4338,28.87,69,75,25.32,broken clouds
518,Gigmoto,PH,13.7796,124.39,78.66,89,100,11.81,heavy intensity rain
519,Dauphin,CA,51.1494,-100.0502,-14.66,76,0,9.22,clear sky
520,Poshekhonye,RU,58.4993,39.1353,8.82,98,98,3.67,overcast clouds
521,Balaipungut,ID,1.05,101.2833,82.81,86,88,3.0,overcast clouds
522,Aykhal,RU,66.0,111.5,-19.3,100,100,1.61,overcast clouds
523,Ulaangom,MN,49.9811,92.0667,-17.52,87,18,0.78,few clouds
524,Kannangad,IN,12.3081,75.1063,74.84,77,29,5.66,scattered clouds
525,Shache,CN,38.4167,77.2406,27.1,42,95,3.6,overcast clouds
526,Zasechnoye,RU,53.1092,45.0764,31.68,59,100,3.76,snow
527,Umea,SE,63.8284,20.2597,13.93,92,100,10.36,light snow
528,Doctor Juan Leon Mallorquin,PY,-25.4,-55.2667,74.93,99,100,6.49,light rain
529,Bartica,GY,6.4,-58.6167,75.52,98,15,2.53,few clouds
530,Cap-Haitien,HT,19.7578,-72.2042,74.86,82,32,16.33,scattered clouds
531,Morden,CA,49.1919,-98.1014,-1.82,77,100,10.36,overcast clouds
532,Kununurra,AU,-15.7667,128.7333,87.78,70,40,11.5,scattered clouds
533,Tiksi,RU,71.6872,128.8694,-11.69,100,100,7.02,overcast clouds
534,Huarmey,PE,-10.0681,-78.1522,71.58,81,24,7.74,few clouds
535,Matara,LK,5.9485,80.5353,78.44,72,5,4.18,clear sky
536,Yanam,IN,16.7333,82.2167,75.6,66,16,4.09,few clouds
537,Flagstaff,US,35.1981,-111.6513,26.26,33,0,1.01,clear sky
538,Meulaboh,ID,4.1363,96.1285,81.93,69,84,2.73,light rain
539,Shimoda,JP,34.6667,138.95,46.11,64,100,1.74,overcast clouds
540,Westport,US,41.1415,-73.3579,50.2,97,100,4.61,moderate rain
541,Ornskoldsvik,SE,63.2909,18.7153,28.22,100,100,21.85,snow
542,Kirakira,SB,-10.4544,161.9205,81.3,82,100,11.05,moderate rain
543,Mecca,SA,21.4267,39.8261,70.65,87,43,3.24,scattered clouds
544,Goundam,ML,16.4145,-3.6708,63.7,14,2,10.07,clear sky
545,Colares,PT,38.7992,-9.4469,53.89,75,100,1.01,overcast clouds
546,Mitu,CO,1.1983,-70.1733,71.13,99,60,0.49,broken clouds
547,Vestmanna,FO,62.1564,-7.1664,34.72,69,75,41.43,light snow
548,Merauke,ID,-8.4667,140.3333,85.24,71,100,11.54,overcast clouds
549,Mudkhed,IN,19.1667,77.5167,66.24,48,11,6.17,few clouds
550,Greeley,US,40.4233,-104.7091,16.81,83,8,3.27,clear sky
551,Tumbi,TZ,-5.0667,32.7333,62.71,98,100,3.4,moderate rain
552,Thunder Bay,CA,48.4001,-89.3168,-2.43,66,47,2.24,scattered clouds
553,Concepcion Del Oro,MX,24.6333,-101.4167,49.39,69,84,3.29,broken clouds
554,Yeppoon,AU,-23.1333,150.7333,85.78,81,100,15.86,overcast clouds
555,Faya,SA,18.3851,42.4509,51.91,55,7,2.91,clear sky
556,Sortland,NO,68.6949,15.4162,21.38,77,100,6.73,overcast clouds
557,Uzhur,RU,55.3036,89.8339,0.39,97,100,5.48,overcast clouds
558,Guerrero Negro,MX,27.9769,-114.0611,59.18,30,0,15.28,clear sky
559,Marginea,RO,47.8167,25.8167,29.86,84,83,5.84,broken clouds
560,Fenoarivo,MG,-18.933,47.4354,66.27,77,75,5.75,broken clouds
561,Enshi,CN,30.3,109.4833,45.36,69,9,0.92,clear sky
562,Chor,PK,25.5167,69.7667,59.4,38,0,8.41,clear sky
563,Sheridan,US,44.8333,-106.9173,23.18,67,100,5.75,overcast clouds
564,Hofn,IS,64.2539,-15.2082,28.96,57,100,20.58,overcast clouds
565,Cayenne,GF,4.9333,-52.3333,79.09,90,75,5.01,broken clouds
566,Visnes,NO,59.3556,5.2242,42.85,81,40,21.85,scattered clouds
567,Whitianga,NZ,-36.8333,175.7,74.23,69,7,10.16,clear sky
568,Port Lincoln,AU,-34.7333,135.8667,67.89,57,32,14.76,scattered clouds
569,Sabanalarga,CO,10.6296,-74.9206,79.68,81,0,10.31,clear sky
570,Byron Bay,AU,-28.65,153.6167,76.95,84,84,22.3,light rain
571,San Jose,US,37.3394,-121.895,56.44,48,40,6.91,scattered clouds
572,Malartic,CA,48.1335,-78.1328,-18.02,99,49,3.36,scattered clouds
573,Pacasmayo,PE,-7.4006,-79.5714,71.28,79,96,12.55,overcast clouds
574,Talaya,RU,61.3833,152.75,-12.73,94,44,5.77,scattered clouds
575,Fare,PF,-16.7,-151.0167,81.18,71,1,14.25,clear sky
576,Kloulklubed,PW,7.0419,134.2556,86.5,74,28,20.4,scattered clouds
577,Katiola,CI,8.1333,-5.1,68.04,13,1,3.11,clear sky
578,Peoria,US,40.7667,-89.7668,15.89,75,100,8.05,overcast clouds
579,Falam,MM,22.9167,93.6833,56.46,53,0,3.87,clear sky
580,Andros Town,BS,24.7,-77.7667,71.56,68,17,19.64,few clouds
581,Saravan,AM,39.7196,45.6483,25.45,70,41,5.28,scattered clouds
582,Oparino,RU,59.8518,48.2783,-0.44,100,98,2.53,overcast clouds
583,Paita,PE,-5.0892,-81.1144,71.69,82,43,12.44,scattered clouds
584,Cermik,TR,38.1361,39.4493,39.69,100,100,3.62,overcast clouds
585,Dinguiraye,GN,11.3,-10.7167,66.94,17,0,1.7,clear sky
586,Birjand,IR,32.8663,59.2211,28.87,74,0,4.61,clear sky
587,Kidal,ML,18.4411,1.4078,57.07,17,0,14.54,clear sky
588,Faqirwali,PK,29.4663,73.034,49.57,84,0,5.93,clear sky
589,Lagoa,PT,39.05,-27.9833,57.67,75,100,12.33,overcast clouds
590,Sacramento,US,38.4666,-121.3177,53.31,67,0,0.0,clear sky
591,Ust-Maya,RU,60.4167,134.5333,-14.12,89,100,3.38,overcast clouds
592,Onega,RU,63.9061,38.1404,-2.69,100,99,1.77,overcast clouds
593,Buraydah,SA,26.326,43.975,64.85,65,3,9.82,clear sky
594,Saint-Louis,SN,16.3333,-15.0,72.28,9,0,10.4,clear sky
595,Formosa,AR,-26.1775,-58.1781,76.98,83,0,9.22,clear sky
596,Alghero,IT,40.5589,8.3181,51.89,87,0,10.36,clear sky
597,Coromandel,BR,-18.4733,-47.2003,68.0,90,99,2.53,overcast clouds
598,Kudahuvadhoo,MV,2.6708,72.8944,81.09,72,2,10.27,clear sky
599,San Policarpo,PH,12.1791,125.5072,75.78,87,100,16.96,overcast clouds
600,Pozhva,RU,59.0912,56.0847,0.75,100,100,1.36,overcast clouds
601,Saint Anthony,US,45.0205,-93.218,1.02,65,0,0.0,clear sky
602,Nosy Varika,MG,-20.5833,48.5333,74.39,94,100,13.91,light rain
603,Wukari,NG,7.85,9.7833,69.96,17,23,6.44,few clouds
604,Pedasi,PA,7.5333,-80.0333,75.07,83,51,10.4,broken clouds
605,Maraa,BR,-1.8333,-65.3667,72.39,99,78,0.43,broken clouds
606,Vila,PT,42.0304,-8.1588,42.33,85,100,3.04,overcast clouds
607,Luwuk,ID,-0.9516,122.7875,87.57,59,100,2.59,light rain
608,Novorzhev,RU,57.0294,29.3338,2.95,100,99,2.17,overcast clouds
609,Lavumisa,SZ,-27.31,31.892,79.92,90,100,8.75,overcast clouds
610,Teguldet,RU,57.3064,88.1667,13.28,94,99,7.2,overcast clouds
611,Kalmar,SE,56.6616,16.3616,38.97,99,100,4.61,overcast clouds
612,Kenai,US,60.5544,-151.2583,25.14,93,100,23.02,mist
613,Aljezur,PT,37.3191,-8.8033,53.78,56,91,3.71,overcast clouds
614,Buckie,GB,57.6757,-2.9624,36.37,69,21,24.23,few clouds
615,Port Blair,IN,11.6667,92.75,80.64,74,20,11.5,mist
616,Liuhe,CN,42.2401,125.7172,8.02,67,35,7.61,scattered clouds
617,Belaya Gora,RU,68.5333,146.4167,-32.28,99,41,1.54,scattered clouds
618,Rundu,NA,-17.9333,19.7667,65.17,91,73,5.08,broken clouds
619,Kozhva,RU,65.1073,57.0459,12.74,97,100,4.52,overcast clouds
620,Calama,CL,-22.4667,-68.9333,55.89,26,0,1.14,clear sky
621,Pangoa,PE,-12.1167,-73.0,69.04,99,100,1.07,overcast clouds
622,Antalaha,MG,-14.9003,50.2788,75.7,85,100,5.7,light rain
623,Torbat-E Jam,IR,35.244,60.6225,41.63,46,100,1.97,overcast clouds
624,Dali,CN,25.7,100.1833,49.78,54,5,2.8,clear sky
625,Sakyla,FI,61.0333,22.3333,19.44,95,89,8.72,overcast clouds
626,Rambouillet,FR,48.5833,1.9167,43.86,94,89,8.95,overcast clouds
627,Bogorodsk,RU,56.1033,43.5158,4.35,96,100,6.08,overcast clouds
628,Kysyl-Syr,RU,63.8986,122.7617,-19.93,98,65,3.98,broken clouds
629,Tadine,NC,-21.55,167.8833,76.82,93,100,6.08,light rain
630,Itupiranga,BR,-5.1347,-49.3267,73.22,96,94,1.7,overcast clouds
631,Skjervoy,NO,70.0311,20.9714,19.08,74,62,34.07,broken clouds
632,Atagay,RU,55.1033,99.3875,5.04,87,58,2.77,broken clouds
633,Grande Prairie,CA,55.1667,-118.8027,-2.02,78,100,11.5,overcast clouds
634,Khalkhal,IR,37.6189,48.5258,25.56,64,8,4.81,clear sky
635,Longonjo,AO,-12.9067,15.2533,59.09,88,100,0.69,overcast clouds
636,Chamrajnagar,IN,11.9167,76.95,63.0,63,25,1.16,scattered clouds
637,Mabaruma,GY,8.2,-59.7833,71.19,95,21,3.04,few clouds
638,Palu,ID,-0.8917,119.8707,87.69,58,100,3.56,overcast clouds
639,Chadiza,ZM,-14.0678,32.4392,64.67,94,100,1.63,overcast clouds
640,Charters Towers,AU,-20.1,146.2667,77.86,69,100,13.78,overcast clouds
641,Marsh Harbour,BS,26.5412,-77.0636,73.04,64,6,17.96,clear sky
642,Kaduy,RU,59.2,37.15,-3.3,100,100,2.37,overcast clouds
643,Plugari,RO,47.4833,27.1,34.18,79,46,2.64,scattered clouds
644,Amahai,ID,-3.3333,128.9167,87.33,57,100,1.48,overcast clouds
645,Kasama,ZM,-10.2129,31.1808,62.02,97,100,4.61,light rain
646,Cap Malheureux,MU,-19.9842,57.6142,81.09,84,100,10.0,overcast clouds
647,Tsiroanomandidy,MG,-18.7667,46.0333,67.39,93,93,2.89,overcast clouds
648,Nizhniy Kuranakh,RU,58.8353,125.4869,-6.52,91,100,5.66,overcast clouds
649,Athabasca,CA,54.7169,-113.2854,-11.38,91,100,4.81,overcast clouds
650,Cozumel,MX,20.5083,-86.9458,78.78,83,20,1.99,few clouds
651,Palmerston,AU,-12.486,130.9833,80.58,90,75,5.75,light rain
652,Pishin,PK,30.5803,66.9961,35.56,55,0,1.16,clear sky
653,Tigil,RU,57.8,158.6667,15.35,88,75,2.21,broken clouds
654,Tondano,ID,1.3038,124.9112,75.29,75,100,3.42,overcast clouds
655,Guanica,PR,17.9716,-66.908,75.2,86,65,4.94,broken clouds
656,Gamba,GA,-2.65,10.0,73.94,89,100,2.1,overcast clouds
657,Meadville,US,41.6414,-80.1515,24.04,91,100,4.0,light snow
658,Pasni,PK,25.2631,63.471,66.04,24,0,7.49,clear sky
659,Pochutla,MX,15.7432,-96.4661,75.81,74,0,3.56,clear sky
660,Aklera,IN,24.4167,76.5667,57.54,50,0,1.5,clear sky
661,Mkuranga,TZ,-7.118,39.2078,74.48,94,100,3.69,overcast clouds
662,Acapulco,MX,16.8634,-99.8901,78.62,73,0,6.91,clear sky
663,Bilibino,RU,68.0546,166.4372,-4.25,69,0,3.67,clear sky
664,Birao,CF,10.2849,22.7882,67.53,23,14,3.04,few clouds
665,Sistranda,NO,63.7256,8.834,34.9,93,100,23.13,light snow
666,Saint-Ambroise,CA,48.5501,-71.3324,3.58,88,100,4.23,overcast clouds
667,Excelsior Springs,US,39.3392,-94.2261,16.7,51,0,4.61,clear sky
668,Daru,PG,-9.0763,143.2092,89.17,58,100,8.14,overcast clouds
669,Yerbogachen,RU,61.2767,108.0108,7.57,95,100,4.27,overcast clouds
670,Iztapa,GT,13.9333,-90.7075,76.19,77,4,4.21,clear sky
671,Zhuhai,CN,22.2769,113.5678,60.98,71,40,21.85,scattered clouds
672,Kunya,NG,12.2233,8.5325,55.56,38,0,8.05,clear sky
673,Sederot,IL,31.525,34.5969,53.91,64,5,15.86,clear sky
674,Sudak,UA,44.85,34.9667,33.98,78,100,12.86,overcast clouds
675,Sivagiri,IN,9.3333,77.4333,76.87,70,7,0.94,clear sky
676,Aklavik,CA,68.2191,-135.0107,-24.88,99,15,7.52,few clouds
677,Coachella,US,33.6803,-116.1739,60.24,21,0,1.01,clear sky
678,Labuhan,ID,-6.8844,112.2051,83.82,72,86,5.3,light rain
679,Bayir,TR,37.2687,28.2167,41.52,93,66,9.19,broken clouds
680,Valparaiso,CL,-33.0393,-71.6273,63.52,88,0,4.61,clear sky
681,Maarianhamina,AX,60.0973,19.9348,33.66,86,100,18.41,overcast clouds
682,Viransehir,TR,37.2353,39.7631,39.97,88,89,8.95,overcast clouds
683,Polunochnoye,RU,60.8697,60.4153,-0.24,99,96,3.4,overcast clouds
684,Rawson,AR,-43.3002,-65.1023,68.09,61,100,8.01,light rain
685,Dicabisagan,PH,17.0818,122.4157,78.21,76,90,6.08,overcast clouds
686,Hay River,CA,60.8156,-115.7999,-25.64,75,20,5.75,few clouds
687,Trumbull,US,41.3167,-80.7665,25.36,87,100,1.01,snow
688,Port Augusta,AU,-32.5,137.7667,83.71,29,0,11.18,clear sky
689,Buala,SB,-8.145,159.5921,77.31,89,100,5.61,light rain
690,Zeya,RU,53.75,127.2667,1.08,54,51,3.94,broken clouds
691,Sinjar,IQ,36.3209,41.8754,44.15,67,29,14.72,scattered clouds
692,Beirut,LB,33.8889,35.4944,49.37,71,99,16.53,overcast clouds
693,Deogarh,IN,21.5333,84.7333,65.21,95,99,3.29,overcast clouds
694,Baglung,NP,28.2719,83.5898,47.43,96,100,1.63,overcast clouds
695,Boshnyakovo,RU,49.6333,142.1667,8.73,88,100,11.72,overcast clouds
696,Zonguldak,TR,41.25,31.8333,31.48,99,100,3.18,light snow
697,Sur,OM,22.5667,59.5289,67.5,48,0,2.93,clear sky
698,Magalia,US,39.8121,-121.5783,50.68,69,8,8.43,clear sky
